"nom_lieu";"raison_sociale";"statut";"type_declarant";"code_postal";"departement";"region";"code_naf";"numero";"date_validite";"latitude";"longitude"
"Théâtre de La Gobinière";"COMMUNE D'ORVAULT";"En instruction";"un organisme public ou mixte";"44700";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-015690";"";"47.29772054847197";"-1.662763975075974"
"Les 4 Ecluses";"ASS ARTS SCENIQUES ROCKS";"En instruction";"une association de loi 1901 ou 1908";"59140";"Nord";"Hauts-de-France";"90.04Z";"1-015692";"";"50.97618972240354";"2.28377026435323"
"AGHJA";"A.G.H.J.A.";"En instruction";"une association de loi 1901 ou 1908";"20090";"Corse-du-Sud";"Corse";"90.04Z";"1-015693";"";"41.875752327644584";"8.585633835398102"
"Festival du Bout du Monde";"QUAI OUEST MUSIQUES";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"29160";"Finistère";"Bretagne";"90.01Z";"1-015696";"";"48.39613653842065";"-4.434275311752441"
"Le Comptoir des Arts";"ASSO SWEET";"En instruction";"une association de loi 1901 ou 1908";"37000";"Indre-et-Loire";"Centre-Val de Loire";"94.99Z";"1-015700";"";"47.361715482696674";"0.689210702589968"
"Salle de l'Estuaire";"COMMUNE DE COUERON";"En instruction";"un organisme public ou mixte";"44220";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-015704";"";"47.207094446392794";"-1.677324088009539"
"Les arenes de Fréjus ( amphithéatre romain )";"MAURY EVENEMENT";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83600";"Var";"Provence-Alpes-Côte d'Azur";"41.10B";"1-015705";"";"43.407391796775585";"6.774501162729764"
"PIXEL AVIGNON";"NOLAN PRODUCTIONS";"En instruction";"une association de loi 1901 ou 1908";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-015706";"";"43.996639891561024";"4.845568850662445"
"SALLE BAYAF";"NOLAN PRODUCTIONS";"En instruction";"une association de loi 1901 ou 1908";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-015708";"";"43.996639891561024";"4.845568850662445"
"Théâtre Boris-Vian";"COMMUNE DE COUERON";"En instruction";"un organisme public ou mixte";"44220";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-015709";"";"47.207094446392794";"-1.677324088009539"
"Le Bocal des 4Ecluses";"ASS ARTS SCENIQUES ROCKS";"En instruction";"une association de loi 1901 ou 1908";"59140";"Nord";"Hauts-de-France";"90.04Z";"1-015710";"";"50.97618972240354";"2.28377026435323"
"La Palanquée du cap";"LA PALANQUEE DU CAP";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"22240";"Côtes d'Armor";"Bretagne";"56.30Z";"1-015711";"";"48.661255269721515";"-2.350323828554303"
"Espace culturel et associatif de la Tour à Plomb";"COMMUNE DE COUERON";"En instruction";"un organisme public ou mixte";"44220";"Loire-Atlantique";"Pays-de-la-Loire";"84.11Z";"1-015714";"";"47.207094446392794";"-1.677324088009539"
"IL GRANDE";"ITALIAN STYLE PALM BEACH";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"56.10A";"1-015716";"";"43.50629692028842";"7.057098593270103"
"Héron Glouton";"LE DEBARCADERE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"31120";"Haute-Garonne";"Occitanie";"56.10C";"1-015733";"";"43.487196397604976";"1.392337049399835"
"L'ETHER";"L'ETHER";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"33000";"Gironde";"Nouvelle-Aquitaine";"56.30Z";"1-015751";"";"44.843853243055406";"-0.630420855296093"
"LA HUNE";"COMMUNE DE SAINT BENOIT";"En instruction";"un organisme public ou mixte";"86280";"Vienne";"Nouvelle-Aquitaine";"84.11Z";"1-015755";"";"46.560523700175146";"0.368472167625393"
"afrapart";"AFRAPART";"En instruction";"une association de loi 1901 ou 1908";"51100";"Marne";"Grand-Est";"93.29Z";"1-015780";"";"49.27449255936279";"4.083109292841893"
"Musée Théâtre Guignol";"COMMUNAUTE COMMUNES VALLONS DU LYONNAIS";"En instruction";"un organisme public ou mixte";"69126";"Rhône";"Auvergne-Rhône-Alpes";"84.11Z";"1-015782";"";"45.70429292767865";"4.6415914841138"
"Le Plateau, centre culturel";"COMMUNE D'EYSINES";"En instruction";"un organisme public ou mixte";"33320";"Gironde";"Nouvelle-Aquitaine";"84.11Z";"1-015787";"";"44.92756064019023";"-0.697110137297086"
"La salle du Vigean";"COMMUNE D'EYSINES";"En instruction";"un organisme public ou mixte";"33320";"Gironde";"Nouvelle-Aquitaine";"84.11Z";"1-015795";"";"44.92756064019023";"-0.697110137297086"
"CHAPITEAU LES KIPOUNIS N° 42-07-019";"ASSOCIATION LES KIPOUNIS";"En instruction";"une association de loi 1901 ou 1908";"42000";"Loire";"Auvergne-Rhône-Alpes";"90.01Z";"1-015800";"";"45.40739910467671";"4.424974009644797"
"Espace Culturel et Festif de l'Étoile";"COMMUNE DE CHATEAURENARD";"En instruction";"un organisme public ou mixte";"13160";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-015812";"";"43.85413614494334";"4.804989605948085"
"CHAPITEAU LES KIPOUNIS N° 26-17";"ASSOCIATION LES KIPOUNIS";"En instruction";"une association de loi 1901 ou 1908";"42000";"Loire";"Auvergne-Rhône-Alpes";"90.01Z";"1-015816";"";"45.40739910467671";"4.424974009644797"
"Théâtre des Quartiers d'Ivry - Centre dramatique national du Val-de-Marne";"THEATRE DES QUARTIERS D'IVRY";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"94200";"Val-de-Marne";"Île-de-France";"90.01Z";"1-015818";"";"48.81655726436135";"2.40940041287323"
"Espace Agnès Sorel";"COMMUNE DE LOCHES";"En instruction";"un organisme public ou mixte";"37600";"Indre-et-Loire";"Centre-Val de Loire";"84.11Z";"1-015819";"";"47.0158378978494";"1.077615628590669"
"La Passerelle";"COMMUNE DE CONNERRE";"En instruction";"un organisme public ou mixte";"72160";"Sarthe";"Pays-de-la-Loire";"84.11Z";"1-015826";"";"48.09273875234638";"0.542952469135987"
"THEATRE L'ASTROLABE";"ESPACE PROJECTEURS";"En instruction";"une association de loi 1901 ou 1908";"84700";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.01Z";"1-015848";"";"43.98904623876703";"4.851597320566637"
"Maison des Arts";"COMMUNE LE BEAUSSET";"En instruction";"un organisme public ou mixte";"83330";"Var";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-015852";"";"43.21593413893072";"5.939427629371241"
"CHATEAUVALLON";"CTRE NAT CREAT DIFF CULTU CHATEAUVALLON";"En instruction";"une association de loi 1901 ou 1908";"83190";"Var";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-015868";"";"43.11749974297846";"5.885357998137106"
"SNACK BAR CAMPING";"SARL BERJAMIN";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"17410";"Charente-Maritime";"Nouvelle-Aquitaine";"56.10C";"1-015870";"";"46.18968347588554";"-1.350955433280331"
"Le Tetris";"PAPA'S PRODUCTION";"En instruction";"une association de loi 1901 ou 1908";"76600";"Seine-Maritime";"Normandie";"90.01Z";"1-015887";"";"49.48775834012295";"0.191422505716874"
"ARTEPHILE";"ARTEPHILE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-015889";"";"43.996639891561024";"4.845568850662445"
"Ti Devine's Irish Pub";"NAVE DONATI SARL";"En instruction";"";"22110";"Côtes d'Armor";"Bretagne";"70.10Z";"1-015892";"";"48.21835060935676";"-3.20446139125929"
"COURT CIRCUIT";"COURT-CIRCUIT";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"33710";"Gironde";"Nouvelle-Aquitaine";"47.11B";"1-015916";"";"45.07886264179547";"-0.662077262157293"
"L'ECHO";"L'ECHO DU CHAOS";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"22940";"Côtes d'Armor";"Bretagne";"56.30Z";"1-015918";"";"48.44242107779921";"-2.794286339692859"
"Théâtre de verdure";"BY THE WAVE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"44600";"Loire-Atlantique";"Pays-de-la-Loire";"90.01Z";"1-015920";"";"47.31291879694874";"-2.238308304047423"
"THE NEW AGE OF COTTON";"THE NEW AGE OF COTTON";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"09340";"Ariège";"Occitanie";"93.29Z";"1-015923";"";"43.09390420338904";"1.646760600629174"
"SNACK BAR CAMPING";"SARL BERJAMIN";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"17410";"Charente-Maritime";"Nouvelle-Aquitaine";"56.21Z";"1-015925";"";"46.17441670415258";"-1.174735159595901"
"VILLAGE VACANCES LE 1850";"V2L TOURISME";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"05600";"Hautes-Alpes";"Provence-Alpes-Côte d'Azur";"55.20Z";"1-015932";"";"44.69896919730794";"6.497301793964654"
"Le 109";"DALAM";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"10300";"Aube";"Grand-Est";"56.10A";"1-015938";"";"48.31668362492771";"3.890146280025533"
"Théâtre de l'Oriflamme";"L'ORIFLAMME";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-015952";"";"43.996639891561024";"4.845568850662445"
"GALAXY";"GAVAZZI MARIO";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"10250";"Aube";"Grand-Est";"93.29Z";"1-015957";"";"48.04056410973242";"4.492827296549616"
"LA COURROIE";"LA COURROIE";"En instruction";"une association de loi 1901 ou 1908";"84320";"Vaucluse";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-015958";"";"43.985573679236296";"4.962840584650754"
"LE BOKAO'S";"SLBD";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-015966";"";"43.996639891561024";"4.845568850662445"
"BONLIEU SCENE NATIONALE";"BONLIEU SCENE NATIONALE";"En instruction";"une association de loi 1901 ou 1908";"74000";"Haute-Savoie";"Auvergne-Rhône-Alpes";"90.01Z";"1-015970";"";"45.939881600125034";"6.164371907271032"
"LE CADENCIA";"GREENRBAT";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"84000";"Vaucluse";"Provence-Alpes-Côte d'Azur";"43.29A";"1-015971";"";"43.98904623876703";"4.851597320566637"
"WAREHOUSE";"W44";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"44200";"Loire-Atlantique";"Pays-de-la-Loire";"93.29Z";"1-015973";"";"47.22792826416092";"-1.478964872839054"
"Théâtre Graslin";"SYNDICAT MIXTE DE L'OPERA ANGERS NANTES";"En instruction";"un organisme public ou mixte";"44000";"Maine-et-Loire";"Pays-de-la-Loire";"90.04Z";"1-015982";"";"47.48925036836916";"-0.50853337378345"
"GALAXY";"GAVAZZI MARIO";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"10250";"Aube";"Grand-Est";"93.29Z";"1-015992";"";"48.04056410973242";"4.492827296549616"
"Place Isabelle d'Orléans";"LE MURMURE DU SON";"En instruction";"une association de loi 1901 ou 1908";"76260";"Seine-Maritime";"Normandie";"90.01Z";"1-015993";"";"49.926949576292394";"1.447393447432015"
"Théâtre du grand rond";"LE THEATRE DU GRAND ROND";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"31000";"Haute-Garonne";"Occitanie";"90.01Z";"1-016028";"";"43.57981812964412";"1.504687928408735"
"Le Scarabée";"GL EVENTS SCARABEE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"42153";"Loire";"Auvergne-Rhône-Alpes";"90.04Z";"1-016032";"";"46.02673374554674";"4.00339779544638"
"RADIANT BELLEVUE";"BELLEVUE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"69300";"Rhône";"Auvergne-Rhône-Alpes";"90.04Z";"1-016038";"";"45.78978927532068";"4.819006005165525"
"Festival Art Rock";"ASSOCIATION WILD ROSE";"En instruction";"une association de loi 1901 ou 1908";"22000";"Côtes d'Armor";"Bretagne";"90.03B";"1-016040";"";"48.49715855065944";"-2.737796818101927"
"Cité du Mot, prieuré de La charité - Salles XVIIIème";"PRIEURE DE LA CHARITE CITE DU MOT";"En instruction";"un organisme public ou mixte";"58400";"Nièvre";"Bourgogne-Franche-Comté";"91.03Z";"1-016051";"";"47.10722039482183";"3.030211375169755"
"Cité du Mot, prieuré de La Charité - Salles capitulaires";"PRIEURE DE LA CHARITE CITE DU MOT";"En instruction";"un organisme public ou mixte";"58400";"Nièvre";"Bourgogne-Franche-Comté";"91.03Z";"1-016052";"";"47.10722039482183";"3.030211375169755"
"SAS CASINO DE JONZAC";"SOCIETE D EXPLOITATION DU CASINO DE JONZAC";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"17500";"Charente-Maritime";"Nouvelle-Aquitaine";"92.00Z";"1-016053";"";"45.36089251663995";"-0.462589094429554"
"LA CHARTREUSE - BATIMENT LE TINEL";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016057";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - CAVE DES 25 TOISES";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016058";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - BATIMENT EGLISE";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016063";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - Espae plein air : Jardin du procureur, Petit Cloitre, Grand Cloitre, Cloitre Saint Jean, Place de l?Eglise, Allée des Muriers";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016065";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - Bâtiment La Bugade, Bâtiment Saint Jean, Bâtiment Sous-sacristain 5ème catégorie";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016066";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - BATIMENT BOULANGERIE";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016067";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - BATIMENT LE PRIEUR";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016070";"";"44.002827598659565";"4.844318768356009"
"LA CHARTREUSE - LA CAVE DU PAPE";"CIRCA";"En instruction";"une association de loi 1901 ou 1908";"30400";"Gard";"Occitanie";"90.01Z";"1-016071";"";"44.002827598659565";"4.844318768356009"
"MJC Mosaïque";"MAISON DES JEUNES ET DE LA CULTURE";"En instruction";"une association de loi 1901 ou 1908";"38500";"Isère";"Auvergne-Rhône-Alpes";"94.99Z";"1-016075";"";"45.34737550809653";"5.568048934605465"
"Théâtre équestre d'Averton";"BRANCHE (MAYOUX) CORINNE";"En instruction";"";"53700";"Mayenne";"Pays-de-la-Loire";"90.01Z";"1-016082";"";"48.36427502024286";"-0.309772781714157"
"O KORRIGAN GOURMAND";"O KORRIGAN GOURMAND";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"22660";"Côtes d'Armor";"Bretagne";"56.10A";"1-016148";"";"48.80093089491932";"-3.333875168640107"
"La Cidrerie";"COMMUNE DE BEUZEVILLE";"En instruction";"un organisme public ou mixte";"27210";"Eure";"Normandie";"84.11Z";"1-016153";"";"49.30929414504609";"0.413452362462595"
"LE KLUB";"PALM BEACH CLUB";"En instruction";"";"06400";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-016176";"";"43.50629692028842";"7.057098593270103"
"CIRQUE BARLLETA";"VIOLET DAVY";"En instruction";"";"45100";"Loiret";"Centre-Val de Loire";"93.21Z";"1-016193";"";"47.831682543992514";"1.914570770772311"
"CCNT";"CENTRE CHOREGRAPHIQUE NATIONAL DE TOURS";"En instruction";"une association de loi 1901 ou 1908";"37000";"Indre-et-Loire";"Centre-Val de Loire";"90.01Z";"1-016219";"";"47.361715482696674";"0.689210702589968"
"Espace culturel Les Nymphéas";"COMMUNE D'AULNOY LEZ VALENCIENNES";"En instruction";"un organisme public ou mixte";"59300";"Nord";"Hauts-de-France";"84.11Z";"1-016223";"";"50.354439299290554";"3.481940217843035"
"musée de l'Armée";"MUSEE DE L'ARMEE";"En instruction";"un organisme public ou mixte";"75007";"Paris";"Île-de-France";"91.03Z";"1-016234";"";"48.86349607695581";"2.301737287583633"
"Médiathèque François-Miterrand";"CA PROVENCE-ALPES-AGGLOMERATION";"En instruction";"un organisme public ou mixte";"04000";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-016247";"";"44.0468435088415";"6.234519418970865"
"Médiathèque Louis-Joseph";"CA PROVENCE-ALPES-AGGLOMERATION";"En instruction";"un organisme public ou mixte";"04160";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-016249";"";"44.0468435088415";"6.234519418970865"
"Bibliothèque Mariama Bâ";"EST ENSEMBLE";"En instruction";"un organisme public ou mixte";"93140";"Seine-Saint-Denis";"Île-de-France";"84.11Z";"1-016250";"";"48.87851646378992";"2.45176377982079"
"Cinéma Alice Guy";"EST ENSEMBLE";"En instruction";"un organisme public ou mixte";"93000";"Seine-Saint-Denis";"Île-de-France";"84.11Z";"1-016251";"";"48.87851646378992";"2.45176377982079"
"Gazebo Garden";"EURO DISNEY ASSOCIES SAS";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"77700";"Seine-et-Marne";"Île-de-France";"93.21Z";"1-016259";"";"48.860049575018";"2.786709051818605"
"TRIANON PALACE";"TRIANON PALACE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"57100";"Moselle";"Grand-Est";"56.30Z";"1-016262";"";"49.33896155629691";"6.170382524467374"
"Terrain gris";"SAINT MART SOUS PRESSION";"En instruction";"une association de loi 1901 ou 1908";"69850";"Rhône";"Auvergne-Rhône-Alpes";"90.01Z";"1-016264";"";"45.628516581564085";"4.582788111940678"
"la Baronne des Arts";"LA BARONNE DES ARTS";"En instruction";"une association de loi 1901 ou 1908";"71120";"Saône-et-Loire";"Bourgogne-Franche-Comté";"94.99Z";"1-016266";"";"46.49406823981137";"4.309473250386488"
"LE CARRE";"MINATOL";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"04000";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"56.10A";"1-016274";"";"44.0468435088415";"6.234519418970865"
"Cave Poésie René Gouzenne";"CAVE POESIE DE TOULOUSE";"En instruction";"une association de loi 1901 ou 1908";"31000";"Haute-Garonne";"Occitanie";"90.01Z";"1-016283";"";"43.57981812964412";"1.504687928408735"
"La Yourte du Tympan";"LE TYMPAN";"En instruction";"une association de loi 1901 ou 1908";"14000";"Calvados";"Normandie";"90.01Z";"1-016291";"";"49.165553837379164";"-0.34156131301033"
"Chapiteau treteaux de france C84-2005-44";"TRETEAUX DE FRANCE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"27100";"Seine-Saint-Denis";"Île-de-France";"90.01Z";"1-016294";"";"48.90204752682919";"2.379775917060789"
"Conservatoire de danse et de musique Erik Satie (centre Pablo Neruda)";"EST ENSEMBLE";"En instruction";"un organisme public ou mixte";"93170";"Seine-Saint-Denis";"Île-de-France";"84.11Z";"1-016303";"";"48.87851646378992";"2.45176377982079"
"Théâtre Francis GAG";"COMMUNE DE NICE";"En instruction";"un organisme public ou mixte";"06300";"Alpes-Maritimes";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-016314";"";"43.72368306630774";"7.321258346758294"
"Théatre de verdure";"FESTIVAL DE POUPET";"En instruction";"une association de loi 1901 ou 1908";"85590";"Vendée";"Pays-de-la-Loire";"90.02Z";"1-016316";"";"46.84872123799023";"-0.963750411150269"
"Centre culturel départemental - Abbaye de Saint-Riquier";"DEPARTEMENT DE LA SOMME";"En instruction";"un organisme public ou mixte";"80135";"Somme";"Hauts-de-France";"84.11Z";"1-016323";"";"50.0909576";"1.9681662"
"carre rondelet (theatre contemporain))";"CABOMUNDO CAP MONDE";"En instruction";"une association de loi 1901 ou 1908";"34000";"Hérault";"Occitanie";"90.01Z";"1-016342";"";"43.58419719057373";"3.848177489912243"
"EGLISE DE SAINTE-MAXIME";"COMMUNE DE SAINTE MAXIME";"En instruction";"un organisme public ou mixte";"83120";"Var";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-016375";"";"43.31458471805569";"6.686882498464565"
"CHAPELLE DE LA NARTELLE";"COMMUNE DE SAINTE MAXIME";"En instruction";"un organisme public ou mixte";"83120";"Var";"Provence-Alpes-Côte d'Azur";"84.11Z";"1-016376";"";"43.31458471805569";"6.686882498464565"
"Parc Walibi";"SAS AVENIR LAND";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"38630";"Isère";"Auvergne-Rhône-Alpes";"93.21Z";"1-016389";"";"45.58672520497012";"5.541206998743237"
"Lieu Privé";"VOETVOLK ATELIER RUBIGNY";"En instruction";"une association de loi 1901 ou 1908";"08220";"Ardennes";"Grand-Est";"90.01Z";"1-016396";"";"49.594561606307295";"4.25004929356156"
"THEATRE EDWIGE FEUILLERE";"THEATRE EDWIGE FEUILLERE";"En instruction";"une association de loi 1901 ou 1908";"70000";"Haute-Saône";"Bourgogne-Franche-Comté";"90.02Z";"1-016406";"";"47.560838747326756";"6.231702328823251"
"Camping la Presqu'île de Giens";"E L C";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83400";"Var";"Provence-Alpes-Côte d'Azur";"55.30Z";"1-016445";"";"42.99958872513434";"6.16132610705155"
"La Grande Ourse";"COMMUNE DE SAINT AGATHON";"En instruction";"un organisme public ou mixte";"22200";"Côtes d'Armor";"Bretagne";"84.11Z";"1-016449";"";"48.626863505770295";"-3.140483136792007"
"NINKASI BRIGNAIS";"BRIWERY";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"69530";"Rhône";"Auvergne-Rhône-Alpes";"56.10A";"1-016450";"";"45.64376976391803";"4.70611523399791"
"NINKASI BOURGOUIN";"WERYJAL";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"38300";"Isère";"Auvergne-Rhône-Alpes";"56.10A";"1-016451";"";"45.520293056342645";"5.372490885351725"
"ZAGAL CABARET";"ZAGAL CABARET";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"17570";"Charente-Maritime";"Nouvelle-Aquitaine";"90.01Z";"1-016456";"";"45.67721530662445";"-1.146047767006845"
"LA FERME DE PINOCCHIO";"LANDRI JEAN";"En instruction";"";"13110";"Bouches-du-Rhône";"Provence-Alpes-Côte d'Azur";"93.21Z";"1-016466";"";"43.44524869799686";"4.980876289552346"
"CITE DES CONGRES VALENCIENNES";"SECICOV";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"59410";"Nord";"Hauts-de-France";"70.10Z";"1-016474";"";"50.354439299290554";"3.481940217843035"
"Le Théâtre";"ASSOC.ICAUNAISE DE DIFFUSION ARTISTIQUE";"En instruction";"une association de loi 1901 ou 1908";"89000";"Yonne";"Bourgogne-Franche-Comté";"90.01Z";"1-016477";"";"47.799644040029506";"3.547186636986981"
"Nouvelle place c½ur de ville";"COMMUNE DE PORT-VENDRES";"En instruction";"un organisme public ou mixte";"66660";"Pyrénées-Orientales";"Occitanie";"84.11Z";"1-016480";"";"42.509329195133844";"3.129326477818902"
"Théâtre Graslin";"SYNDICAT MIXTE DE L'OPERA ANGERS NANTES";"En instruction";"un organisme public ou mixte";"44000";"Maine-et-Loire";"Pays-de-la-Loire";"90.04Z";"1-016486";"";"47.48925036836916";"-0.50853337378345"
"MAJESTIC";"OSE ARTS";"En instruction";"une association de loi 1901 ou 1908";"62220";"Pas-de-Calais";"Hauts-de-France";"90.04Z";"1-016487";"";"50.46865811139021";"2.91173342784624"
"SALLE DES SPECTACLES ANTOINE VITEZ";"COMMUNE DE MOREUIL";"En instruction";"un organisme public ou mixte";"80110";"Somme";"Hauts-de-France";"84.11Z";"1-016507";"";"49.79332360517091";"2.510536383563729"
"MJC CS la Fabrique";"MAISON DES JEUNES ET DE LA CULTURE DE LA FABRIQUE";"En instruction";"une association de loi 1901 ou 1908";"59200";"Nord";"Hauts-de-France";"90.04Z";"1-016512";"";"50.69342830288075";"3.154149639048232"
"Le Relais des Arts";"LA COMPAGNIE THEATRALE DES ALEAS";"En instruction";"une association de loi 1901 ou 1908";"71260";"Saône-et-Loire";"Bourgogne-Franche-Comté";"90.01Z";"1-016513";"";"46.427975668607495";"4.891363505527965"
"Théâtre La Petite Loge";"LA PETITE LOGE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75009";"Paris";"Île-de-France";"90.04Z";"1-016520";"";"48.88345508678249";"2.327164725373034"
"LES SAVEURS DU TUYE";"LES SAVEURS DU TUYE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"25680";"Doubs";"Bourgogne-Franche-Comté";"56.10A";"1-016533";"";"47.430262109980795";"6.356071974685856"
"Parc des Varennes";"NARVALOS BIKERS";"En instruction";"une association de loi 1901 ou 1908";"37230";"Indre-et-Loire";"Centre-Val de Loire";"94.99Z";"1-016547";"";"47.36668828748247";"0.522029661579426"
"Mondétour";"PLUME EVENT";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"75001";"Paris";"Île-de-France";"82.99Z";"1-016550";"";"48.86957652370996";"2.325888016639641"
"ARENA DU VIEUX PORT";"COTE DUNE";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"40660";"Landes";"Nouvelle-Aquitaine";"55.30Z";"1-016554";"";"43.89719172646487";"-1.347442402671012"
"LA PRESQU ILE";"ASSOCIATION DE GESTION DE LA SMAC ARDECHOISE";"En instruction";"une association de loi 1901 ou 1908";"07100";"Ardèche";"Auvergne-Rhône-Alpes";"90.01Z";"1-016559";"";"45.26916202472392";"4.598618842012826"
"Brewpub";"BREW PUB";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"83400";"Var";"Provence-Alpes-Côte d'Azur";"56.30Z";"1-016560";"";"42.99958872513434";"6.16132610705155"
"Le Philadelphia";"SIANA";"En instruction";"une autre personne morale de droit privé (SA, SARL, EURL, etc.)";"77920";"Seine-et-Marne";"Île-de-France";"56.10A";"1-016562";"";"48.42404775956448";"2.735106674970682"
"Association Le Fourneau - Centre National des Arts de la Rue et de l'Espace Public";"LE FOURNEAU";"En instruction";"une association de loi 1901 ou 1908";"29200";"Finistère";"Bretagne";"90.01Z";"1-016579";"";"48.39613653842065";"-4.434275311752441"
"Théâtre Durance";"THEATRE DURANCE";"En instruction";"une association de loi 1901 ou 1908";"04160";"Alpes-de-Haute-Provence";"Provence-Alpes-Côte d'Azur";"90.04Z";"1-016582";"";"44.0535706866534";"5.995942353343225"
